,weekofday,count(date),avg(Trip_distance_abs),stddev_samp(Trip_distance_abs),min(Trip_distance_abs),max(Trip_distance_abs),avg(speed),stddev_samp(speed),min(speed),max(speed),avg(Efficiency),stddev_samp(Efficiency),min(Efficiency),max(Efficiency)
0,3,3954340,3.488735703050309,3.346175633263355,0.01,259.69,0.25370311150719477,0.08760240298911792,0.1700041545492314,1.2461538461538462,1.5990272153309024,26.682601469866405,0.0,14970.0
1,0,3457056,3.466247943336754,3.376325609647598,0.01,391.09,0.25939974411688954,0.09171831121751017,0.17000369412633912,1.2499999999999998,1.6155078632460493,25.72801045351084,0.0,19800.0
2,5,5505352,3.5959638275627155,3.193171478602814,0.01,439.53,0.257717136650647,0.08898381446145179,0.17000255950857435,1.248,1.4548935837407315,24.03132311706186,0.0,14520.0
3,6,5062876,3.5834860344199697,3.239517974884759,0.01,375.64,0.264651924978392,0.09305684120977391,0.17000426075841502,1.248,1.4695819487235844,21.327574417234647,0.0,9960.0
4,1,3329778,3.424029397755647,3.299228990380973,0.01,360.5,0.254576665042613,0.08845676369157614,0.17000369412633912,1.2483221476510067,1.619615403646051,25.581089739030503,0.0,14850.0
5,4,4386018,3.565711182671832,3.3750773487610326,0.01,659.58,0.254011277760923,0.0877797267634887,0.17000332557366143,1.2491803278688522,1.618024012379706,29.599458404445546,0.0,23400.0
6,2,3487411,3.4355100588946894,3.3010822383684517,0.01,339.53,0.25385992597010204,0.0878124436664161,0.170003957261575,1.2469565217391303,1.6342473105005575,25.86594447581101,0.0,11250.0
