,year,month,weekofday,hour,Holiday,count
1712,2015,9,1,12,0,8938
1713,2015,9,4,16,0,11730
1714,2015,10,5,21,0,20754
1715,2015,10,2,22,0,9559
1716,2015,11,3,15,0,7736
1717,2015,12,6,1,0,15134
1718,2016,2,1,14,0,9445
1719,2016,5,0,1,0,3410
1720,2016,5,3,19,0,13272
1721,2016,6,2,10,0,9151
1722,2016,6,2,22,0,10933
1723,2013,9,6,0,0,635
1724,2013,9,3,14,0,330
1725,2013,9,4,6,0,76
1726,2013,10,6,5,0,405
1727,2013,10,0,12,0,770
1728,2013,11,0,10,0,1610
1729,2014,1,3,6,0,1653
1730,2014,1,5,10,0,3496
1731,2014,1,0,18,1,1441
1732,2014,2,5,14,0,7199
1733,2014,3,2,8,0,7813
1734,2014,6,6,22,0,11261
1735,2014,9,6,9,0,4474
1736,2014,9,0,14,0,7127
1737,2014,10,4,3,0,3724
1738,2014,12,5,11,0,8315
1739,2015,1,3,0,0,6007
1740,2015,3,2,2,0,2456
1741,2015,4,4,7,0,6316
1742,2015,5,3,12,0,8341
1743,2015,6,2,13,0,8162
1744,2015,8,5,22,0,21290
1745,2015,8,3,19,0,12439
1746,2015,10,4,2,0,5334
1747,2015,10,0,2,0,1825
1748,2015,11,1,20,0,11008
1749,2015,11,3,23,0,7297
1750,2015,12,4,21,0,12561
1751,2016,1,0,18,0,9855
1752,2016,1,4,16,0,11986
1753,2016,1,0,0,1,1651
1754,2016,3,3,19,0,17671
1755,2016,3,4,3,0,2775
1756,2016,3,6,17,0,11234
1757,2016,5,5,8,0,5638
1758,2016,5,0,9,1,815
1759,2016,6,3,23,0,12354
1760,2013,10,4,15,0,1270
1761,2013,11,2,16,0,3168
1762,2013,12,3,14,0,3794
1763,2013,12,2,9,1,248
1764,2014,3,6,17,0,11434
1765,2014,4,4,17,0,12310
1766,2014,8,0,14,0,6438
1767,2014,8,3,10,0,6678
1768,2014,9,1,1,0,3743
1769,2014,9,6,8,0,3219
1770,2014,11,3,21,1,3750
1771,2014,12,3,14,0,7019
1772,2015,1,5,22,0,20140
1773,2015,2,5,19,0,18246
1774,2015,3,0,22,0,10856
1775,2015,4,6,3,0,12239
1776,2015,5,0,9,0,7471
1777,2015,5,1,3,0,1724
1778,2015,7,4,3,0,3019
1779,2015,8,3,23,0,10762
1780,2015,8,4,3,0,3115
1781,2015,9,5,1,0,13889
1782,2015,9,5,8,0,5036
1783,2015,9,5,16,0,12543
1784,2016,2,2,22,0,9070
1785,2016,2,4,18,0,17453
1786,2016,3,5,1,0,13241
1787,2016,4,2,19,0,12678
1788,2016,5,0,13,0,6713
1789,2016,6,1,16,0,9495
1790,2013,8,5,17,0,103
1791,2013,9,2,14,0,318
1792,2013,11,1,5,0,796
1793,2013,11,3,14,0,1783
1794,2014,1,3,15,0,7234
1795,2014,1,5,0,0,6730
1796,2014,2,3,22,0,7353
1797,2014,3,2,12,0,6056
1798,2014,3,3,14,0,7554
1799,2014,3,4,3,0,2102
1800,2014,4,2,4,0,1798
1801,2014,6,2,16,0,9287
1802,2014,7,1,21,0,9643
1803,2014,8,6,0,0,18942
1804,2014,8,1,9,0,7465
1805,2014,11,0,15,0,8673
1806,2014,12,2,18,0,19419
1807,2015,1,1,12,0,5754
1808,2015,2,0,8,0,7564
1809,2015,2,0,21,0,7537
1810,2015,3,0,5,0,2207
1811,2015,10,1,11,0,7134
1812,2015,12,2,5,0,1965
1813,2016,1,1,20,0,10620
1814,2016,1,3,14,0,8256
1815,2016,1,0,20,1,2311
1816,2016,2,4,14,0,9673
1817,2016,2,0,18,1,2695
1818,2016,3,2,4,0,1873
1819,2013,10,0,2,1,67
1820,2013,11,4,10,0,2674
1821,2013,11,6,12,0,1895
1822,2014,1,2,20,1,932
1823,2014,3,2,11,0,6047
1824,2014,3,4,6,0,2103
1825,2014,5,0,6,0,1856
1826,2014,5,1,23,0,6842
1827,2014,5,0,12,1,1310
1828,2014,7,3,14,0,9711
1829,2014,7,4,23,1,3253
1830,2014,7,0,14,0,6159
1831,2014,10,0,14,1,1638
1832,2014,11,3,22,0,9165
1833,2014,12,3,8,0,8025
1834,2015,2,1,1,0,2965
1835,2015,2,1,20,0,12506
1836,2015,4,2,23,0,12644
1837,2015,5,1,5,0,1699
1838,2015,6,3,2,0,3545
1839,2015,7,3,18,0,16360
1840,2015,7,3,20,0,13767
1841,2015,8,5,2,0,15512
1842,2015,10,6,23,0,7854
1843,2015,10,0,2,1,802
1844,2015,11,1,16,0,10479
1845,2015,12,4,15,0,8774
1846,2015,12,4,22,1,2141
1847,2016,1,1,12,0,7095
1848,2016,3,3,7,0,9331
1849,2016,3,3,15,0,12431
1850,2016,4,4,21,0,18995
1851,2016,4,2,14,0,8268
1852,2013,8,0,21,0,36
1853,2013,10,2,18,0,1943
1854,2013,10,4,13,0,1001
1855,2013,11,5,9,0,2168
1856,2013,12,6,10,0,2734
1857,2014,2,3,0,0,4221
1858,2014,4,2,2,0,2473
1859,2014,5,3,22,0,13320
1860,2014,6,4,2,0,3973
1861,2014,7,2,16,0,10722
1862,2014,11,3,2,0,2027
1863,2014,12,6,3,0,10785
1864,2015,1,4,14,0,10777
1865,2015,1,0,9,0,7095
1866,2015,5,1,12,0,7890
1867,2015,6,5,2,0,12621
1868,2015,12,3,22,0,19002
1869,2015,12,4,8,0,8321
1870,2015,12,0,14,0,8025
1871,2016,3,2,11,0,9524
1872,2016,3,5,12,0,9596
1873,2016,3,6,2,0,9399
1874,2016,4,6,9,0,5465
1875,2016,6,3,12,0,9121
1876,2016,6,5,1,0,12729
1877,2016,6,0,3,0,1605
1878,2013,9,4,3,0,55
1879,2013,10,1,11,0,950
1880,2013,10,5,20,0,1772
1881,2013,10,0,7,0,576
1882,2013,12,6,22,0,3777
1883,2014,1,2,5,0,619
1884,2014,2,3,10,0,5136
1885,2014,3,4,9,0,7649
1886,2014,5,4,4,0,2706
1887,2014,7,3,4,0,2187
1888,2014,10,3,11,0,9142
1889,2015,1,6,15,0,10192
1890,2015,2,0,20,1,2702
1891,2015,3,6,18,0,15564
1892,2015,3,1,17,0,16140
1893,2015,6,3,5,0,1995
1894,2015,11,4,9,0,8590
1895,2015,12,1,22,0,11012
1896,2015,12,6,5,0,4247
1897,2016,2,4,16,0,12992
1898,2016,3,2,2,0,2571
1899,2016,3,5,10,0,7949
1900,2016,4,5,21,0,20309
1901,2013,11,2,20,0,2746
1902,2013,12,0,15,0,5106
1903,2013,12,0,21,0,4506
1904,2013,12,1,12,0,4096
1905,2014,1,3,5,0,918
1906,2014,3,4,15,0,8670
1907,2014,5,3,19,0,14965
1908,2014,7,3,19,0,14267
1909,2014,8,4,6,0,3167
1910,2014,9,0,8,0,8453
1911,2014,12,5,6,0,2617
1912,2015,1,3,4,1,5050
1913,2015,1,0,4,0,1547
1914,2015,2,6,3,0,10511
1915,2015,2,0,16,0,8037
1916,2015,2,3,16,0,12574
1917,2015,2,5,22,0,17857
1918,2015,3,0,10,0,10770
1919,2015,3,0,21,0,12350
1920,2015,3,3,0,0,6732
1921,2015,4,3,21,0,17831
1922,2015,8,6,5,0,5240
1923,2015,9,0,11,0,5135
1924,2015,10,4,13,0,10110
1925,2015,10,0,13,0,5173
1926,2016,1,0,21,1,2099
1927,2016,3,5,8,0,5124
1928,2016,4,4,5,0,2166
1929,2016,4,3,15,0,9568
1930,2016,5,3,2,0,2566
1931,2016,6,3,13,0,9081
1932,2013,8,5,20,0,97
1933,2013,9,5,6,0,92
1934,2013,9,0,21,0,354
1935,2013,10,3,11,0,1287
1936,2013,10,0,5,1,50
1937,2013,11,1,9,0,2339
1938,2013,12,3,16,0,4877
1939,2014,1,4,17,0,9601
1940,2014,1,1,9,0,5156
1941,2014,3,3,22,0,9651
1942,2014,5,0,2,1,1547
1943,2014,6,3,6,0,2652
1944,2014,7,2,0,0,7024
1945,2014,8,0,21,0,7109
1946,2014,8,2,10,0,6452
1947,2014,9,2,20,0,10113
1948,2014,9,5,15,0,11981
1949,2014,9,0,9,0,8060
1950,2014,12,1,15,0,12963
1951,2015,1,3,3,0,1691
1952,2015,3,1,20,0,18152
1953,2015,4,4,5,0,1940
1954,2015,4,4,12,0,8397
1955,2015,4,6,9,0,5426
1956,2015,6,5,15,0,13561
1957,2015,7,6,19,0,11591
1958,2015,9,4,10,0,8286
1959,2015,9,6,2,0,13076
1960,2015,10,1,19,0,12520
1961,2015,10,0,13,1,1636
1962,2015,11,6,22,0,10185
1963,2015,12,4,18,1,2443
1964,2016,6,2,13,0,10386
1965,2013,9,3,3,0,32
1966,2013,9,3,12,0,287
1967,2013,10,4,23,0,1558
1968,2013,11,6,17,0,2486
1969,2013,11,6,18,0,2539
1970,2013,11,2,18,0,3252
1971,2013,12,0,12,0,3976
1972,2014,1,2,10,1,337
1973,2014,1,5,9,0,2972
1974,2014,4,3,2,0,2518
1975,2014,4,3,3,0,1769
1976,2014,5,3,0,0,7334
1977,2014,5,0,17,0,6921
1978,2014,6,6,2,0,15117
1979,2014,6,0,17,0,10902
1980,2014,6,2,20,0,10197
1981,2014,8,5,19,0,16816
1982,2014,9,0,7,0,6037
1983,2014,10,6,12,0,7767
1984,2014,11,4,12,0,7282
1985,2014,12,6,0,0,17589
1986,2014,12,6,9,0,4808
1987,2015,1,5,7,0,3849
1988,2015,2,5,15,0,13093
1989,2015,5,5,8,0,6933
1990,2015,5,2,7,0,7383
1991,2015,5,3,14,0,9807
1992,2015,6,2,5,0,1730
1993,2015,8,6,20,0,13536
1994,2015,8,0,23,0,8281
1995,2015,9,5,18,0,14879
1996,2015,9,6,5,0,3919
1997,2015,9,6,22,0,10346
1998,2015,10,0,16,1,2063
1999,2015,12,2,2,0,3283
2000,2016,1,6,14,0,10656
2001,2016,3,5,11,0,8951
2002,2016,4,4,2,0,4495
2003,2016,5,3,22,0,11998
2004,2016,6,3,8,0,11586
2005,2013,8,5,12,0,39
2006,2013,8,6,17,0,32
2007,2013,10,3,3,0,231
2008,2013,10,0,9,0,829
2009,2013,11,6,23,0,1437
2010,2013,12,6,12,0,3726
2011,2013,12,3,17,0,5214
2012,2014,1,0,0,1,1090
2013,2014,6,4,9,0,8275
2014,2014,8,2,16,0,8178
2015,2014,9,2,4,0,1400
2016,2014,10,3,8,0,11922
2017,2014,11,1,18,1,2505
2018,2014,11,3,20,1,3747
2019,2014,12,0,15,0,11923
2020,2015,1,5,3,0,10056
2021,2015,1,5,20,0,19446
2022,2015,1,6,8,0,3185
2023,2015,2,5,5,0,3407
2024,2015,3,1,2,0,2686
2025,2015,4,3,17,0,16709
2026,2015,8,5,16,0,15579
2027,2015,8,3,5,0,1681
2028,2015,8,3,7,0,5618
2029,2015,9,1,14,0,10077
2030,2015,9,4,13,0,7385
2031,2015,10,4,12,0,10268
2032,2015,10,1,2,0,1912
2033,2015,11,0,15,0,11294
2034,2015,11,3,6,1,726
2035,2015,12,3,21,0,19531
2036,2015,12,5,10,0,7246
2037,2016,1,0,16,1,2428
2038,2016,6,4,0,0,8325
2039,2016,6,0,12,0,6710
2040,2016,6,6,17,0,10977
2041,2013,8,0,14,0,68
2042,2013,9,1,9,0,241
2043,2013,9,4,15,0,435
2044,2013,11,6,7,0,987
2045,2013,11,3,1,1,466
2046,2014,1,4,7,0,3865
2047,2014,2,0,6,1,376
2048,2014,3,3,9,0,7888
2049,2014,4,0,14,0,6602
2050,2014,5,0,18,0,7345
2051,2014,9,0,17,0,9498
2052,2014,10,3,3,0,2359
2053,2014,10,3,6,0,3376
2054,2014,10,4,20,0,20205
2055,2014,10,6,9,0,4584
2056,2014,10,0,8,0,6686
2057,2014,11,5,22,0,20997
2058,2014,11,2,19,0,13588
2059,2015,1,3,17,1,2148
2060,2015,1,0,8,1,1058
2061,2015,4,5,13,0,10469
2062,2015,5,5,18,0,21379
2063,2015,6,2,11,0,7963
2064,2015,7,0,19,0,10353
2065,2015,7,1,11,0,7169
2066,2015,8,0,10,0,9211
2067,2015,10,1,17,0,11064
2068,2015,11,2,11,0,5824
2069,2015,11,4,22,0,15126
2070,2015,12,3,2,0,4341
2071,2016,1,1,14,0,8115
2072,2016,1,2,17,0,11815
2073,2016,2,0,5,0,1743
2074,2016,3,1,16,0,12598
2075,2013,10,4,12,0,972
2076,2013,10,4,17,0,1659
2077,2013,12,2,11,1,455
2078,2014,1,2,3,1,2276
2079,2014,1,3,2,0,1482
2080,2014,1,4,12,0,5140
2081,2014,1,0,13,1,935
2082,2014,2,3,7,0,3894
2083,2014,3,1,5,0,1111
2084,2014,4,3,11,0,6499
2085,2014,5,6,1,0,14067
2086,2014,5,6,7,0,2277
2087,2014,7,5,6,0,2375
2088,2014,8,5,12,0,8710
2089,2014,8,0,10,0,6211
2090,2014,8,1,8,0,7026
2091,2014,10,6,0,0,15681
2092,2014,11,6,16,0,13968
2093,2014,12,4,5,0,1876
2094,2015,1,1,23,0,6364
2095,2015,1,3,19,0,13884
2096,2015,2,4,0,0,8787
2097,2015,4,4,17,0,14815
2098,2015,4,0,10,0,8847
2099,2015,6,3,18,0,14696
2100,2015,6,4,19,0,17087
2101,2015,7,2,12,0,9524
2102,2015,7,1,16,0,9393
2103,2015,8,0,5,0,2445
2104,2015,10,5,16,0,16056
2105,2015,10,1,9,0,9302
2106,2015,11,5,15,0,11794
2107,2016,1,6,13,0,9860
2108,2016,1,0,1,0,2119
2109,2016,2,0,18,0,11894
2110,2016,2,3,21,0,12926
2111,2016,2,4,17,0,15042
2112,2016,3,3,20,0,16135
2113,2016,4,0,17,0,11162
2114,2013,8,2,11,0,51
2115,2013,9,5,2,0,398
2116,2013,10,1,14,0,1228
2117,2013,10,1,21,0,1214
2118,2013,11,1,20,0,2570
2119,2013,11,3,4,0,637
2120,2013,12,0,0,0,2452
2121,2013,12,2,2,0,603
2122,2014,1,6,0,0,7794
2123,2014,1,6,17,0,5904
2124,2014,2,5,0,0,10570
2125,2014,2,5,10,0,4695
2126,2014,5,0,11,1,1121
2127,2014,7,4,9,1,858
2128,2014,9,4,14,0,8097
2129,2014,10,0,9,1,1509
2130,2014,11,2,0,0,5404
2131,2015,1,0,20,0,5568
2132,2015,1,3,2,0,2340
2133,2015,2,6,12,0,8835
2134,2015,3,0,11,0,9816
2135,2015,3,3,9,0,10256
2136,2015,4,2,21,0,16092
2137,2015,4,6,22,0,11027
2138,2015,7,4,19,0,14847
2139,2015,10,2,16,0,10825
2140,2015,10,2,18,0,13033
2141,2015,11,6,18,0,14238
2142,2015,11,0,22,0,9022
2143,2015,11,4,4,0,2609
2144,2015,12,4,7,0,5817
2145,2015,12,5,23,0,17171
2146,2015,12,6,10,0,6453
2147,2015,12,4,1,1,2489
2148,2016,1,1,9,0,9638
2149,2016,1,4,9,0,9925
2150,2016,3,5,16,0,12728
2151,2016,4,4,9,0,12379
2152,2013,8,0,20,0,46
2153,2013,8,0,23,0,15
2154,2013,9,6,10,0,194
2155,2013,9,0,5,1,7
2156,2013,10,2,1,0,351
2157,2013,11,3,22,0,1708
2158,2014,1,2,11,1,412
2159,2014,2,5,2,0,7545
2160,2014,2,0,1,0,1941
2161,2014,2,0,8,0,4884
2162,2014,2,0,2,1,792
2163,2014,4,0,6,0,2210
2164,2014,5,2,8,0,8005
2165,2014,6,5,20,0,14310
2166,2014,6,5,22,0,15597
2167,2014,7,6,7,0,2025
2168,2014,8,0,16,0,7482
2169,2014,9,0,21,0,7658
2170,2014,11,5,5,0,5147
2171,2014,11,1,10,0,5626
2172,2014,11,4,1,0,6532
2173,2014,12,3,16,1,2195
2174,2015,1,3,5,1,3239
2175,2015,3,3,22,0,12205
2176,2015,4,2,19,0,17315
2177,2015,4,5,23,0,20720
2178,2015,5,4,0,0,11904
2179,2015,5,0,8,0,7770
2180,2015,6,5,3,0,9361
2181,2015,6,6,23,0,11772
2182,2015,9,0,14,0,5824
2183,2015,10,4,6,0,4020
2184,2015,11,1,10,0,8203
2185,2015,11,2,19,0,9761
2186,2015,11,4,18,0,15089
2187,2015,12,5,4,0,6338
2188,2015,12,0,12,0,7079
2189,2016,1,4,4,1,4700
2190,2016,1,1,22,0,8108
2191,2016,1,3,23,0,8741
2192,2016,2,2,14,0,9506
2193,2016,2,4,15,0,10937
2194,2016,4,5,7,0,4342
2195,2016,5,4,23,0,15241
2196,2016,6,2,16,0,12501
2197,2016,6,3,10,0,9317
2198,2016,6,1,23,0,7384
2199,2013,9,6,17,0,441
2200,2013,10,0,11,1,144
2201,2013,12,3,1,0,1527
2202,2014,1,2,13,0,4212
2203,2014,1,2,17,0,7156
2204,2014,2,6,18,0,9171
2205,2014,4,4,18,0,13849
2206,2014,5,0,9,0,5426
2207,2014,5,1,7,0,5359
2208,2014,9,0,17,1,2223
2209,2014,10,4,12,0,9200
2210,2014,10,5,16,0,11045
2211,2014,11,1,8,0,6951
2212,2014,12,0,4,0,2719
2213,2014,12,4,13,0,7702
2214,2015,2,5,0,0,17133
2215,2015,3,0,14,0,10556
2216,2015,3,4,6,0,3129
2217,2015,5,3,0,0,7699
2218,2015,6,0,8,0,12836
2219,2015,6,6,21,0,11968
2220,2015,7,2,0,0,8402
2221,2015,8,1,5,0,1497
2222,2015,9,4,3,0,2817
2223,2015,10,1,6,0,2824
2224,2015,11,3,22,1,3377
2225,2015,12,4,10,0,7110
2226,2016,2,3,3,0,1539
2227,2016,6,6,5,0,3494
2228,2013,8,4,17,0,102
2229,2013,9,1,0,0,148
2230,2013,9,1,10,0,289
2231,2013,10,4,4,0,204
2232,2013,10,5,11,0,939
2233,2013,10,6,21,0,1017
2234,2013,12,2,16,0,3327
2235,2014,1,4,0,0,4304
2236,2014,1,1,19,0,5479
2237,2014,3,6,6,0,2877
2238,2014,3,0,11,0,7436
2239,2014,4,4,14,0,7789
2240,2014,4,6,1,0,13958
2241,2014,5,1,20,0,9058
2242,2014,7,2,7,0,5537
2243,2014,7,4,0,1,2172
2244,2014,7,4,14,1,2174
2245,2014,7,5,23,0,14166
2246,2014,8,6,4,0,9526
2247,2014,10,1,22,0,7918
2248,2014,11,2,18,0,13741
2249,2014,11,2,21,0,10719
2250,2014,12,0,7,0,7391
2251,2014,12,5,1,0,13575
2252,2015,2,1,2,0,1793
2253,2015,2,5,2,0,11790
2254,2015,3,1,19,0,18279
2255,2015,5,5,2,0,15757
2256,2015,6,5,21,0,17017
2257,2015,6,6,12,0,9105
2258,2015,10,2,20,0,11560
2259,2015,10,0,8,1,1495
2260,2015,12,1,11,0,9605
2261,2016,1,0,3,0,1105
2262,2016,2,1,15,0,9482
2263,2016,4,1,16,0,10316
2264,2016,4,2,1,0,3323
2265,2016,5,6,5,0,4419
2266,2016,5,0,18,0,11163
2267,2016,5,1,21,0,11515
2268,2016,5,5,9,0,7231
2269,2016,6,3,5,0,2219
2270,2016,6,5,8,0,4949
2271,2013,8,4,13,0,77
2272,2013,8,3,3,0,5
2273,2013,9,2,9,0,307
2274,2013,10,4,19,0,1859
2275,2013,11,3,12,0,1652
2276,2013,12,4,13,0,3443
2277,2014,1,2,14,1,697
2278,2014,1,6,21,0,4630
2279,2014,1,1,10,0,4577
2280,2014,2,5,9,0,4144
2281,2014,3,1,12,0,5720
2282,2014,3,2,6,0,1911
2283,2014,5,5,0,0,17101
2284,2014,5,1,12,0,6165
2285,2014,6,0,20,0,9940
2286,2014,7,5,4,0,5890
2287,2014,7,6,6,0,2285
2288,2014,9,4,0,0,7342
2289,2014,11,5,23,0,21652
2290,2015,1,1,16,0,8589
2291,2015,3,1,11,0,9691
2292,2015,3,2,3,0,1704
2293,2015,4,1,13,0,7378
2294,2015,5,3,13,0,8516
2295,2015,7,5,22,0,16372
2296,2015,7,0,7,0,5742
2297,2015,8,0,19,0,12610
2298,2015,8,3,15,0,8950
2299,2015,9,6,10,0,6607
2300,2015,10,0,12,1,1481
2301,2015,10,0,21,1,1870
2302,2015,11,6,2,0,17678
2303,2015,12,1,13,0,9820
2304,2015,12,3,23,0,17032
2305,2016,1,6,12,0,8864
2306,2016,1,6,15,0,12068
2307,2016,3,6,22,0,8721
2308,2016,4,5,12,0,12372
2309,2016,4,3,21,0,11535
2310,2016,6,6,8,0,3447
2311,2013,8,3,0,0,32
2312,2013,9,5,5,0,121
2313,2013,10,0,18,1,253
2314,2013,10,0,19,1,242
2315,2013,11,3,9,0,1732
2316,2013,12,0,4,0,1087
2317,2013,12,3,0,0,2242
2318,2014,1,1,1,0,1665
2319,2014,3,3,23,0,8004
2320,2014,4,2,10,0,8804
2321,2014,5,6,2,0,11985
2322,2014,6,3,21,0,10900
2323,2014,7,4,19,0,9384
2324,2014,8,5,6,0,3220
2325,2014,8,5,14,0,10705
2326,2014,8,6,12,0,8086
2327,2014,9,6,14,0,8670
2328,2014,11,5,1,0,18418
2329,2015,1,5,12,0,10726
2330,2015,1,1,2,0,1445
2331,2015,2,3,18,0,17056
2332,2015,2,5,20,0,17596
2333,2015,5,0,23,0,5569
2334,2015,6,4,1,0,7351
2335,2015,7,3,2,0,4150
2336,2015,7,3,17,0,14916
2337,2015,7,4,4,1,897
2338,2015,8,1,23,0,7825
2339,2015,9,2,1,0,4890
2340,2015,9,2,17,0,13931
2341,2015,9,4,12,0,7380
2342,2015,11,2,5,1,343
2343,2016,1,2,21,0,10435
2344,2016,5,0,17,1,2210
2345,2013,10,1,23,0,719
2346,2013,10,0,23,1,134
2347,2013,11,2,17,0,3239
2348,2013,11,0,21,1,426
2349,2013,12,0,10,0,3918
2350,2013,12,0,16,0,5677
2351,2014,5,2,23,0,7373
2352,2014,6,5,3,0,8210
2353,2014,8,4,20,0,16176
2354,2014,8,6,14,0,9891
2355,2014,9,1,20,0,11758
2356,2014,9,4,8,0,8251
2357,2014,9,4,19,0,14759
2358,2014,11,1,14,0,6097
2359,2014,12,6,23,0,8202
2360,2015,1,0,10,0,6020
2361,2015,1,1,1,0,2355
2362,2015,1,2,8,0,10413
2363,2015,1,2,13,0,7156
2364,2015,2,0,13,0,6036
2365,2015,4,2,9,0,12222
2366,2015,4,4,21,0,17000
2367,2015,5,4,4,0,3433
2368,2015,5,4,10,0,11171
2369,2015,5,2,9,0,10123
2370,2015,6,0,4,0,3105
2371,2015,7,2,13,0,9397
2372,2015,7,5,18,0,14688
2373,2015,9,1,18,0,14879
2374,2015,9,4,15,0,10548
2375,2015,10,3,22,0,14067
2376,2015,10,2,0,0,5832
2377,2015,10,0,15,1,1889
2378,2015,12,0,20,0,10762
2379,2016,1,5,17,0,12545
2380,2016,1,2,18,0,13144
2381,2016,2,6,9,0,5468
2382,2016,3,2,1,0,4158
2383,2016,3,6,7,0,2931
2384,2013,8,2,14,0,59
2385,2013,11,6,3,0,2175
2386,2013,11,6,22,0,1784
2387,2013,12,6,3,0,3833
2388,2014,1,6,19,0,5781
2389,2014,1,0,23,1,838
2390,2014,2,0,15,0,4912
2391,2014,2,2,17,0,9314
2392,2014,3,1,19,0,9703
2393,2014,4,1,16,0,10782
2394,2014,5,5,5,0,3787
2395,2014,5,6,12,0,6722
2396,2014,5,2,15,0,8422
2397,2014,8,2,15,0,7514
2398,2014,9,2,9,0,8307
2399,2014,10,0,12,0,4731
2400,2014,10,0,20,1,2228
2401,2014,12,5,0,0,15554
2402,2015,1,5,14,0,12981
2403,2015,2,2,4,0,1534
2404,2015,3,1,23,0,11064
2405,2015,5,4,6,0,4280
2406,2015,5,5,22,0,26129
2407,2015,7,4,21,1,2970
2408,2015,7,6,15,0,11193
2409,2015,7,1,13,0,7591
2410,2015,8,2,2,0,2650
2411,2016,1,0,16,0,7669
2412,2016,6,3,22,0,12424
2413,2016,6,5,17,0,13631
2414,2016,6,5,23,0,16125
2415,2013,9,0,19,1,45
2416,2013,9,0,5,0,47
2417,2013,10,0,8,0,848
2418,2013,11,4,6,0,1201
2419,2014,1,5,8,0,2188
2420,2014,1,0,18,0,4923
2421,2014,3,0,19,0,11798
2422,2014,6,1,17,0,9844
2423,2014,7,0,8,0,6809
2424,2014,8,4,9,0,9703
2425,2014,9,3,23,0,9359
2426,2014,9,5,21,0,14971
2427,2014,11,1,16,0,7659
2428,2014,11,3,17,1,3460
2429,2014,12,2,1,0,5500
2430,2014,12,3,11,0,6050
2431,2014,12,6,5,0,4010
2432,2014,12,3,11,1,1056
2433,2015,2,1,7,0,6346
2434,2015,5,0,13,0,5896
2435,2015,5,0,20,0,7798
2436,2015,7,4,2,1,1605
2437,2015,7,1,22,0,8923
2438,2015,7,1,23,0,8124
2439,2015,8,5,21,0,19931
2440,2015,9,3,17,0,12176
2441,2015,10,4,10,0,11526
2442,2015,10,4,17,0,20181
2443,2015,11,1,6,0,3191
2444,2015,11,5,19,0,15563
2445,2015,11,3,21,1,3436
2446,2015,12,2,10,0,10292
2447,2016,4,6,14,0,9734
2448,2016,5,2,12,0,7493
2449,2016,6,4,12,0,7340
2450,2013,8,3,12,0,54
2451,2013,8,4,8,0,62
2452,2014,1,5,11,0,3975
2453,2014,1,6,15,0,5353
2454,2014,3,6,1,0,15458
2455,2014,4,0,11,0,5743
2456,2014,5,0,0,0,4487
2457,2014,6,4,16,0,10569
2458,2014,7,1,23,0,8369
2459,2014,7,5,3,0,6925
2460,2014,12,2,9,0,10981
2461,2015,6,1,19,0,16011
2462,2015,6,4,16,0,13260
2463,2015,7,3,21,0,15047
2464,2015,7,4,2,0,4511
2465,2015,8,0,21,0,10280
2466,2015,10,6,10,0,6852
2467,2016,2,5,0,0,14971
2468,2016,2,5,8,0,5277
2469,2016,2,6,18,0,13986
2470,2016,3,6,8,0,3821
2471,2016,5,0,9,0,9380
2472,2016,5,1,22,0,10516
2473,2016,6,4,9,0,9594
2474,2016,6,5,20,0,12188
2475,2013,9,3,8,0,238
2476,2013,11,0,2,1,190
2477,2013,11,3,11,1,563
2478,2013,12,2,1,1,1094
2479,2014,1,4,13,0,5254
2480,2014,1,2,7,0,3078
2481,2014,2,5,7,0,2037
2482,2014,3,2,1,0,2827
2483,2014,4,0,17,0,9259
2484,2014,5,3,8,0,10614
2485,2014,5,6,23,0,8483
2486,2014,5,2,9,0,7766
2487,2014,6,0,22,0,8237
2488,2014,7,6,13,0,7321
2489,2014,7,0,23,0,5751
2490,2014,8,6,19,0,12063
2491,2014,8,3,15,0,7705
2492,2014,9,3,10,0,7676
2493,2014,9,3,11,0,7171
2494,2014,10,4,10,0,9995
2495,2014,12,3,21,0,10307
2496,2015,2,3,10,0,9428
2497,2015,3,5,7,0,3655
2498,2015,4,1,14,0,8398
2499,2015,5,0,4,0,1753
2500,2015,6,0,3,0,3003
2501,2015,6,3,3,0,2301
2502,2015,8,1,2,0,2243
2503,2015,8,2,0,0,6031
2504,2015,8,2,10,0,7545
2505,2015,12,3,17,0,18202
2506,2015,12,0,6,0,3062
2507,2015,12,4,17,1,2491
2508,2016,1,0,7,0,5208
2509,2016,4,3,0,0,6015
2510,2016,5,4,16,0,12495
2511,2013,8,2,18,0,78
2512,2013,9,2,10,0,270
2513,2013,9,0,13,0,332
2514,2013,11,3,5,0,608
2515,2013,12,5,17,0,4885
2516,2014,2,3,4,0,1147
2517,2014,3,0,6,0,2440
2518,2014,4,2,23,0,9548
2519,2014,6,4,0,0,8000
2520,2014,8,2,14,0,6743
2521,2014,10,2,14,0,10154
2522,2014,10,4,15,0,12890
2523,2014,11,6,0,0,20719
2524,2014,11,3,3,0,1443
2525,2014,12,1,7,0,7614
2526,2015,3,3,10,0,8704
2527,2015,5,0,11,0,5870
2528,2015,7,3,16,0,14245
2529,2015,7,4,0,0,9133
2530,2015,10,4,7,0,9245
2531,2015,10,1,0,0,4681
2532,2015,12,4,6,0,2564
2533,2016,2,2,5,0,1417
2534,2016,2,6,16,0,11741
2535,2016,4,5,15,0,14768
2536,2013,8,2,21,0,39
2537,2013,9,4,8,0,283
2538,2013,9,5,0,0,475
