,year,month,weekofday,hour,Holiday,count
877,2013,8,1,19,0,63
878,2013,9,6,7,0,91
879,2013,9,4,10,0,283
880,2013,10,2,2,0,218
881,2013,10,5,18,0,1718
882,2013,12,5,7,0,1280
883,2014,1,5,12,0,4387
884,2014,1,6,14,0,4994
885,2014,1,1,23,0,2759
886,2014,2,6,3,0,7293
887,2014,3,0,12,0,7344
888,2014,6,2,13,0,6499
889,2014,6,3,8,0,8665
890,2014,6,4,14,0,7590
891,2014,7,6,0,0,14594
892,2014,9,1,6,0,3130
893,2014,9,0,5,0,1618
894,2014,9,0,15,0,7597
895,2014,10,5,14,0,9392
896,2014,12,2,13,0,11532
897,2015,1,2,4,0,1380
898,2015,5,5,23,0,25456
899,2015,5,1,22,0,10102
900,2015,5,3,22,0,13353
901,2015,5,0,11,1,1322
902,2015,7,4,14,0,8614
903,2015,9,2,4,0,2045
904,2015,9,4,17,0,13363
905,2015,9,6,16,0,11056
906,2015,11,1,3,0,1398
907,2015,12,2,11,0,9907
908,2016,2,3,5,0,1450
909,2016,5,6,14,0,12854
910,2016,6,5,9,0,6824
911,2013,8,3,13,0,57
912,2013,10,2,4,0,158
913,2013,10,6,3,0,1103
914,2013,11,5,18,0,4503
915,2014,1,2,8,1,323
916,2014,1,2,13,1,565
917,2014,6,4,23,0,14582
918,2014,7,3,18,0,14316
919,2014,8,6,9,0,4689
920,2014,8,0,9,0,7266
921,2014,9,3,8,0,8822
922,2014,9,5,10,0,6848
923,2014,10,5,21,0,14782
924,2014,11,0,23,0,6000
925,2014,11,3,7,1,805
926,2014,12,2,12,0,10551
927,2015,2,1,19,0,14294
928,2015,2,2,16,0,11363
929,2015,2,5,18,0,17275
930,2015,3,0,16,0,12560
931,2015,3,2,5,0,1490
932,2015,3,4,21,0,18027
933,2015,5,2,18,0,13740
934,2015,6,4,0,0,10044
935,2015,7,5,3,0,8695
936,2015,7,0,12,0,6917
937,2016,1,6,2,0,11790
938,2016,2,0,13,1,2169
939,2016,3,1,3,0,1583
940,2016,4,4,4,0,2673
941,2016,5,0,12,0,6758
942,2013,8,6,1,0,39
943,2013,12,0,1,0,1672
944,2014,2,2,8,0,6231
945,2014,3,0,3,0,1937
946,2014,3,0,5,0,1529
947,2014,7,1,15,0,10087
948,2014,7,2,4,0,1860
949,2014,7,6,21,0,7949
950,2014,9,5,4,0,6630
951,2014,10,2,16,0,12332
952,2014,10,0,3,0,1256
953,2015,1,0,18,0,7181
954,2015,2,3,17,0,14655
955,2015,2,4,14,0,10868
956,2015,5,0,12,0,5737
957,2015,6,4,13,0,8003
958,2015,7,4,1,1,2325
959,2015,7,6,6,0,2672
960,2015,7,6,20,0,9710
961,2015,9,1,20,0,12873
962,2015,9,6,19,0,11619
963,2015,11,3,15,1,2689
964,2016,1,0,0,0,3115
965,2016,2,0,11,0,7469
966,2016,2,0,15,0,8673
967,2016,2,0,17,0,10770
968,2016,2,1,2,0,1742
969,2016,4,6,11,0,8108
970,2016,6,1,3,0,1133
971,2016,6,1,6,0,3163
972,2013,9,2,13,0,265
973,2013,11,3,0,0,1102
974,2013,11,0,6,1,249
975,2013,12,5,14,0,3868
976,2014,1,5,22,0,7976
977,2014,2,5,19,0,11709
978,2014,2,2,0,0,3725
979,2014,2,2,21,0,7564
980,2014,4,2,14,0,9629
981,2014,5,3,17,0,13791
982,2014,6,5,12,0,7633
983,2014,7,1,13,0,8130
984,2014,7,5,19,0,12093
985,2014,8,2,20,0,9491
986,2014,9,2,19,0,11044
987,2014,9,0,20,0,8721
988,2014,12,6,19,0,12264
989,2014,12,3,15,1,2091
990,2015,1,3,10,1,786
991,2015,1,2,2,0,1872
992,2015,2,3,12,0,8510
993,2015,3,2,7,0,7285
994,2015,3,2,15,0,11006
995,2015,4,2,8,0,12828
996,2015,7,4,18,1,3247
997,2015,8,4,1,0,6681
998,2015,12,2,23,0,11821
999,2016,1,4,6,0,2921
1000,2016,1,4,20,0,15167
1001,2016,4,3,4,0,1674
1002,2016,5,4,18,0,15494
1003,2016,5,0,10,1,1063
1004,2016,6,2,12,0,9717
1005,2016,6,3,20,0,11717
1006,2013,8,0,3,0,9
1007,2013,9,5,14,0,322
1008,2013,10,5,23,0,1677
1009,2013,11,4,5,0,980
1010,2013,11,3,2,0,721
1011,2013,11,3,21,1,925
1012,2014,1,0,9,0,3617
1013,2014,1,2,19,0,7323
1014,2014,1,0,6,1,301
1015,2014,4,0,12,0,5711
1016,2014,4,0,20,0,9251
1017,2014,7,2,22,0,10675
1018,2014,9,0,8,1,587
1019,2014,10,2,22,0,12114
1020,2014,11,6,1,0,21999
1021,2015,1,0,3,0,1358
1022,2015,1,3,5,0,1411
1023,2015,3,3,14,0,9101
1024,2015,3,4,2,0,3833
1025,2015,4,3,15,0,13177
1026,2015,4,5,14,0,11591
1027,2015,7,6,22,0,10150
1028,2015,7,4,18,0,14668
1029,2015,8,2,15,0,8373
1030,2015,9,5,15,0,11651
1031,2015,10,3,13,0,9763
1032,2015,10,6,2,0,13063
1033,2015,11,0,2,0,2854
1034,2015,11,1,19,0,12809
1035,2015,12,2,15,0,13456
1036,2016,1,1,2,0,1740
1037,2016,1,2,23,0,7746
1038,2016,1,3,10,0,8020
1039,2016,1,0,15,1,2277
1040,2013,8,6,12,0,21
1041,2013,9,3,0,0,160
1042,2013,11,4,0,0,2390
1043,2013,11,0,15,0,1861
1044,2014,1,3,4,0,1142
1045,2014,1,1,14,0,4517
1046,2014,2,6,2,0,8667
1047,2014,2,0,8,1,842
1048,2014,6,6,19,0,12485
1049,2014,7,5,11,0,6499
1050,2014,7,6,2,0,10971
1051,2014,7,0,10,0,6090
1052,2014,8,1,14,0,6623
1053,2014,8,2,1,0,3721
1054,2014,8,3,9,0,7594
1055,2014,8,3,21,0,10288
1056,2014,9,2,10,0,7253
1057,2014,10,2,21,0,13230
1058,2014,12,5,4,0,6926
1059,2014,12,3,17,1,2236
1060,2015,3,1,21,0,16031
1061,2015,5,5,6,0,3952
1062,2015,5,3,18,0,14782
1063,2015,6,4,11,0,9042
1064,2015,8,6,6,0,3519
1065,2015,9,0,17,1,2459
1066,2015,10,3,6,0,3750
1067,2015,11,2,15,0,7498
1068,2015,11,2,21,0,7870
1069,2015,12,2,16,0,14472
1070,2016,1,4,9,1,798
1071,2016,1,0,11,0,5392
1072,2016,3,3,18,0,18020
1073,2016,3,5,15,0,11713
1074,2016,4,3,3,0,1752
1075,2016,5,4,17,0,13943
1076,2016,5,4,20,0,13950
1077,2016,5,5,13,0,10459
1078,2016,6,5,6,0,2860
1079,2016,6,0,21,0,7332
1080,2013,8,1,10,0,31
1081,2013,8,1,11,0,36
1082,2013,9,2,4,0,29
1083,2013,9,5,8,0,120
1084,2013,11,5,16,0,4019
1085,2013,11,3,18,1,1136
1086,2013,12,6,13,0,3985
1087,2014,1,5,5,0,1456
1088,2014,2,5,1,0,9327
1089,2014,2,0,17,0,5844
1090,2014,4,3,15,0,8298
1091,2014,5,2,5,0,1379
1092,2014,6,4,15,0,8957
1093,2014,7,3,5,0,2042
1094,2014,8,6,20,0,11861
1095,2014,8,1,20,0,8798
1096,2014,9,5,6,0,2715
1097,2014,9,6,5,0,3730
1098,2014,9,0,1,0,3516
1099,2014,10,4,11,0,9318
1100,2014,12,0,22,0,10631
1101,2015,1,6,23,0,7052
1102,2015,1,1,21,0,8604
1103,2015,2,3,0,0,6329
1104,2015,4,5,18,0,17339
1105,2015,4,0,19,0,11215
1106,2015,4,0,20,0,10468
1107,2015,5,4,18,0,21816
1108,2015,7,4,6,0,3069
1109,2015,9,0,14,1,1973
1110,2015,9,0,20,1,2466
1111,2015,10,0,19,1,2464
1112,2015,11,4,12,0,7213
1113,2015,11,5,3,0,8822
1114,2015,11,3,20,1,3352
1115,2015,12,3,18,0,19646
1116,2015,12,5,0,0,14740
1117,2016,1,4,5,0,1635
1118,2016,1,0,18,1,2786
1119,2016,2,6,6,0,2499
1120,2016,2,6,13,0,9697
1121,2016,2,0,7,1,1038
1122,2016,4,1,7,0,6988
1123,2016,5,2,18,0,13092
1124,2013,11,3,7,0,1368
1125,2014,2,5,4,0,4991
1126,2014,2,5,20,0,11866
1127,2014,3,5,0,0,15153
1128,2014,3,3,8,0,8299
1129,2014,3,3,16,0,9318
1130,2014,3,4,22,0,13101
1131,2014,4,5,3,0,7961
1132,2014,4,0,5,0,1426
1133,2014,7,3,0,0,8128
1134,2014,7,4,8,1,633
1135,2014,7,5,18,0,12194
1136,2014,7,0,1,0,4352
1137,2014,8,5,8,0,4720
1138,2014,9,5,0,0,14584
1139,2014,9,5,12,0,8327
1140,2014,10,3,13,0,9188
1141,2014,11,1,19,0,9396
1142,2015,1,5,11,0,10025
1143,2015,1,5,16,0,15893
1144,2015,4,5,17,0,15192
1145,2015,5,0,21,1,2823
1146,2015,8,6,19,0,13985
1147,2015,8,1,9,0,8991
1148,2015,10,2,21,0,10493
1149,2015,12,6,16,0,10747
1150,2016,1,5,18,0,13886
1151,2016,1,3,12,0,7272
1152,2016,2,4,19,0,17954
1153,2016,4,3,13,0,7872
1154,2016,5,6,9,0,6712
1155,2016,6,4,2,0,3691
1156,2016,6,0,22,0,6905
1157,2013,8,3,21,0,63
1158,2013,10,0,17,1,226
1159,2013,11,1,22,0,1995
1160,2013,12,1,17,0,7474
1161,2014,1,2,15,1,839
1162,2014,1,2,14,0,4943
1163,2014,1,0,5,1,302
1164,2014,3,2,2,0,1766
1165,2014,3,2,18,0,11438
1166,2014,4,6,21,0,9199
1167,2014,5,6,20,0,10099
1168,2014,7,1,10,0,8096
1169,2014,7,6,23,0,7794
1170,2014,11,1,4,0,1137
1171,2014,12,2,14,0,12748
1172,2015,1,0,17,0,6551
1173,2015,2,2,11,0,8105
1174,2015,3,6,17,0,14752
1175,2015,6,4,17,0,14959
1176,2015,7,4,8,1,1306
1177,2015,9,0,15,0,6402
1178,2015,10,3,16,0,14140
1179,2015,11,2,10,0,6264
1180,2015,11,3,22,0,8228
1181,2015,11,5,7,0,3744
1182,2015,11,2,4,1,383
1183,2015,11,3,13,1,2066
1184,2016,2,3,11,0,7871
1185,2016,4,4,11,0,10031
1186,2016,4,0,9,0,9438
1187,2013,8,1,22,0,39
1188,2013,8,0,4,0,12
1189,2013,9,4,12,0,271
1190,2013,9,0,23,0,211
1191,2013,11,0,4,0,596
1192,2013,12,3,21,0,4365
1193,2013,12,2,21,1,911
1194,2014,1,4,19,0,11247
1195,2014,5,2,20,0,9990
1196,2014,5,0,7,1,472
1197,2014,7,3,2,0,3389
1198,2014,7,5,2,0,10178
1199,2014,10,3,2,0,3286
1200,2014,12,1,21,0,13500
1201,2015,1,5,21,0,19710
1202,2015,3,1,4,0,2064
1203,2015,5,2,6,0,3193
1204,2015,6,5,13,0,10348
1205,2015,8,3,9,0,9134
1206,2015,9,3,0,0,6557
1207,2015,12,1,15,0,12160
1208,2015,12,3,13,0,11908
1209,2016,1,4,5,1,2992
1210,2016,2,0,9,0,9737
1211,2016,2,4,21,0,15938
1212,2016,3,3,23,0,12876
1213,2016,4,1,22,0,9419
1214,2016,5,0,20,1,2081
1215,2013,8,3,20,0,67
1216,2013,9,0,21,1,29
1217,2013,10,3,19,0,2249
1218,2014,1,6,12,0,3897
1219,2014,1,0,20,0,3979
1220,2014,2,6,21,0,6866
1221,2014,2,2,16,0,8221
1222,2014,3,2,21,0,9999
1223,2014,3,3,2,0,2056
1224,2014,3,3,20,0,11378
1225,2014,6,0,8,0,9599
1226,2014,6,4,7,0,4920
1227,2014,6,5,11,0,6993
1228,2014,8,3,4,0,1804
1229,2014,10,4,1,0,7860
1230,2014,11,3,13,1,2282
1231,2015,1,6,7,0,2521
1232,2015,5,5,17,0,18805
1233,2015,6,6,11,0,8431
1234,2015,7,3,13,0,9780
1235,2015,8,0,12,0,8377
1236,2015,9,3,21,0,11520
1237,2015,9,6,13,0,8229
1238,2016,3,6,1,0,14797
1239,2016,3,0,10,0,8298
1240,2013,8,0,7,0,26
1241,2013,10,1,13,0,1079
1242,2013,10,1,17,0,1696
1243,2013,10,6,11,0,748
1244,2013,10,0,19,0,1055
1245,2013,11,4,8,0,2749
1246,2014,1,3,23,0,5499
1247,2014,3,2,16,0,9224
1248,2014,3,3,7,0,5315
1249,2014,5,6,10,0,5215
1250,2014,6,5,6,0,2305
1251,2014,11,6,2,0,15786
1252,2014,11,4,15,0,10871
1253,2014,12,3,13,0,6243
1254,2014,12,5,12,0,8952
1255,2014,12,3,22,1,2150
1256,2015,1,6,17,0,10537
1257,2015,2,0,23,1,1850
1258,2015,3,3,7,0,7291
1259,2015,4,3,16,0,14469
1260,2015,4,5,5,0,3707
1261,2015,5,3,23,0,12130
1262,2015,9,2,19,0,15050
1263,2015,9,5,23,0,17413
1264,2015,10,5,11,0,11464
1265,2015,10,5,22,0,21334
1266,2015,11,0,21,0,10645
1267,2015,11,5,18,0,14874
1268,2016,1,0,14,0,6217
1269,2016,1,1,23,0,6584
1270,2016,2,6,11,0,8177
1271,2016,4,1,20,0,11702
1272,2016,5,4,6,0,3507
1273,2016,6,3,14,0,10768
1274,2016,6,4,17,0,13046
1275,2016,6,5,19,0,15387
1276,2013,9,0,19,0,506
1277,2013,12,6,15,0,4982
1278,2013,12,1,14,0,4854
1279,2014,2,0,0,0,3074
1280,2014,3,1,0,0,3988
1281,2014,4,2,11,0,8415
1282,2014,4,6,7,0,2315
1283,2014,5,2,11,0,6588
1284,2014,6,5,5,0,3256
1285,2014,8,4,14,0,9117
1286,2014,8,5,0,0,17418
1287,2014,10,2,12,0,8762
1288,2014,10,3,10,0,10033
1289,2014,10,0,5,1,456
1290,2014,11,4,11,0,7268
1291,2014,11,3,10,1,1359
1292,2014,12,5,14,0,10718
1293,2015,1,2,16,0,10256
1294,2015,2,0,2,1,1032
1295,2015,3,5,4,0,7210
1296,2015,4,1,11,0,7332
1297,2015,5,4,2,0,5799
1298,2015,5,1,6,0,3130
1299,2015,6,1,20,0,12797
1300,2015,7,2,6,0,3668
1301,2015,7,3,5,0,2427
1302,2015,9,5,19,0,16007
1303,2015,11,2,7,1,1359
1304,2015,11,3,23,1,3199
1305,2015,12,1,17,0,14301
1306,2015,12,4,0,0,6770
1307,2015,12,6,9,0,4901
1308,2015,12,0,17,0,10933
1309,2016,1,3,4,0,1633
1310,2016,1,4,10,0,8391
1311,2016,1,0,5,1,470
1312,2016,3,4,11,0,7860
1313,2016,5,1,12,0,8747
1314,2016,5,0,1,1,2152
1315,2016,6,0,10,0,7085
1316,2016,6,0,16,0,8946
1317,2013,8,5,8,0,41
1318,2013,10,1,7,0,782
1319,2013,10,0,18,0,1170
1320,2013,11,5,10,0,2260
1321,2013,11,6,14,0,2194
1322,2014,3,3,18,0,11934
1323,2014,4,2,16,0,11532
1324,2014,5,1,5,0,1379
1325,2014,6,5,15,0,10644
1326,2014,9,5,8,0,4558
1327,2014,9,6,20,0,10323
1328,2014,10,2,2,0,2677
1329,2014,10,3,0,0,7675
1330,2014,12,6,12,0,8307
1331,2015,4,0,22,0,8212
1332,2015,4,1,16,0,10248
1333,2015,5,2,19,0,14505
1334,2015,6,0,21,0,11588
1335,2015,8,3,10,0,7804
1336,2015,10,6,1,0,15407
1337,2015,10,0,4,1,601
1338,2016,1,6,8,0,3495
1339,2016,3,3,4,0,2097
1340,2016,4,5,2,0,13537
1341,2016,4,0,13,0,6955
1342,2016,4,1,8,0,10460
1343,2016,5,0,23,1,1628
1344,2016,6,6,9,0,5216
1345,2013,9,0,23,1,24
1346,2013,11,3,23,0,1453
1347,2014,1,6,2,0,6040
1348,2014,1,0,10,0,3096
1349,2014,2,1,18,0,9621
1350,2014,2,0,17,1,1964
1351,2014,3,6,16,0,10775
1352,2014,5,5,14,0,12112
1353,2014,5,2,19,0,11439
1354,2014,6,1,9,0,7523
1355,2014,6,4,18,0,14944
1356,2014,9,6,2,0,12925
1357,2014,9,0,3,0,1863
1358,2014,11,6,13,0,11025
1359,2014,12,4,11,0,7685
1360,2015,2,1,11,0,8013
1361,2015,2,4,13,0,8840
1362,2015,3,0,6,0,3814
1363,2015,5,6,6,0,3465
1364,2015,5,6,11,0,10555
1365,2015,5,1,4,0,1736
1366,2015,5,0,23,1,2064
1367,2015,8,0,7,0,6966
1368,2015,9,0,23,0,4739
1369,2015,11,1,13,0,7643
1370,2015,11,3,3,0,1527
1371,2016,2,0,20,0,9605
1372,2016,3,2,5,0,1748
1373,2016,3,5,7,0,3445
1374,2016,5,6,19,0,14717
1375,2013,10,0,1,0,200
1376,2013,10,0,6,1,37
1377,2013,11,1,23,0,1681
1378,2013,12,4,7,0,2337
1379,2013,12,5,4,0,2430
1380,2014,1,3,19,0,9498
1381,2014,2,1,12,0,5516
1382,2014,3,4,13,0,6428
1383,2014,7,0,19,0,8099
1384,2014,7,4,14,0,5531
1385,2014,9,0,5,1,514
1386,2014,9,1,15,0,10220
1387,2014,10,0,10,1,1349
1388,2014,10,0,15,1,1877
1389,2014,12,0,11,0,8889
1390,2015,1,6,18,0,10989
1391,2015,1,2,14,0,8316
1392,2015,3,0,8,0,13642
1393,2015,5,0,17,1,2614
1394,2015,6,2,8,0,10312
1395,2015,6,4,5,0,2177
1396,2015,7,2,9,0,11710
1397,2015,7,4,5,1,666
1398,2015,8,5,9,0,7991
1399,2015,12,4,6,1,530
1400,2016,2,4,0,0,7540
1401,2016,2,0,12,1,1961
1402,2016,3,1,10,0,10072
1403,2016,3,1,17,0,14041
1404,2016,4,0,4,0,1963
1405,2016,5,2,4,0,1475
1406,2016,5,3,17,0,12023
1407,2016,5,4,0,0,8637
1408,2016,6,6,6,0,2429
1409,2013,8,1,15,0,47
1410,2013,8,2,1,0,12
1411,2013,10,1,16,0,1478
1412,2013,10,4,10,0,927
1413,2013,11,3,13,0,1635
1414,2013,11,0,0,1,310
1415,2014,3,6,14,0,9083
1416,2014,4,4,23,0,14586
1417,2014,5,4,20,0,19234
1418,2014,5,4,21,0,19221
1419,2014,5,5,17,0,16771
1420,2014,5,6,0,0,15371
1421,2014,5,6,13,0,7400
1422,2014,5,2,7,0,5266
1423,2014,6,2,11,0,6766
1424,2014,7,1,4,0,1767
1425,2014,8,5,23,0,19832
1426,2014,10,5,13,0,8513
1427,2014,12,2,17,0,17224
1428,2015,3,6,1,0,21601
1429,2015,4,1,15,0,9421
1430,2015,10,1,5,0,1463
1431,2015,11,6,10,0,8620
1432,2015,11,2,16,0,8256
1433,2016,2,1,9,0,9840
1434,2016,2,4,12,0,7496
1435,2016,2,4,13,0,7680
1436,2016,3,0,21,0,8713
1437,2016,4,1,12,0,7360
1438,2016,5,6,6,0,3174
1439,2016,5,3,1,0,4103
1440,2016,5,5,21,0,15624
1441,2016,5,5,6,0,2989
1442,2016,6,1,11,0,6914
1443,2013,10,3,2,0,302
1444,2013,12,0,23,0,3235
1445,2014,1,2,7,1,502
1446,2014,1,6,5,0,1801
1447,2014,2,5,18,0,11235
1448,2014,2,0,23,0,2909
1449,2014,3,5,12,0,8706
1450,2014,3,3,0,0,5265
1451,2014,4,1,19,0,13165
1452,2014,4,2,21,0,12796
1453,2014,5,1,17,0,8954
1454,2014,5,2,3,0,1640
1455,2014,5,0,6,1,409
1456,2014,6,6,6,0,2897
1457,2014,8,4,16,0,13344
1458,2014,8,3,6,0,2380
1459,2014,9,6,23,0,7341
1460,2014,11,6,5,0,4845
1461,2014,11,3,9,0,7131
1462,2014,11,4,5,0,1877
1463,2014,11,3,4,1,843
1464,2014,12,3,6,0,2306
1465,2015,2,6,17,0,13424
1466,2015,3,3,8,0,10691
1467,2015,4,2,17,0,15844
1468,2015,4,5,2,0,12627
1469,2015,5,2,11,0,8076
1470,2015,6,0,12,0,9678
1471,2015,7,4,20,1,2660
1472,2015,7,1,5,0,1687
1473,2015,10,3,3,0,2403
1474,2015,10,5,1,0,17584
1475,2016,1,0,22,0,5880
1476,2016,2,2,10,0,8375
1477,2016,2,4,10,0,8722
1478,2016,2,6,3,0,9757
1479,2016,4,6,15,0,10805
1480,2016,4,2,16,0,10122
1481,2016,5,0,0,0,5368
1482,2016,5,1,3,0,1590
1483,2016,5,2,23,0,8616
1484,2016,5,2,17,0,11880
1485,2016,6,2,23,0,10531
1486,2016,6,4,6,0,3383
1487,2013,9,2,1,0,78
1488,2013,11,1,16,0,2844
1489,2014,1,2,9,1,300
1490,2014,1,4,3,0,1390
1491,2014,1,0,0,0,1825
1492,2014,2,4,12,0,6170
1493,2014,2,0,1,1,1208
1494,2014,4,1,17,0,12538
1495,2014,4,6,0,0,15045
1496,2014,5,1,10,0,6596
1497,2014,6,3,17,0,10409
1498,2014,7,1,7,0,5190
1499,2014,9,3,0,0,5735
1500,2014,10,2,8,0,11724
1501,2014,10,2,15,0,11067
1502,2014,10,1,1,0,2889
1503,2014,10,1,15,0,8368
1504,2014,11,5,20,0,20634
1505,2014,11,2,16,0,11202
1506,2015,1,3,19,1,2333
1507,2015,2,4,16,0,14371
1508,2015,2,0,14,1,2248
1509,2015,4,4,13,0,7889
1510,2015,5,6,19,0,17168
1511,2015,5,2,16,0,10864
1512,2015,8,6,16,0,13382
1513,2015,8,2,21,0,10213
1514,2015,9,1,8,0,11373
1515,2015,11,2,2,1,547
1516,2016,1,4,0,0,6826
1517,2016,1,4,2,0,3149
1518,2016,2,2,17,0,12572
1519,2016,3,1,9,0,12475
1520,2016,3,5,5,0,3137
1521,2016,3,0,6,0,3058
1522,2013,8,6,18,0,34
1523,2013,9,0,7,1,8
1524,2013,9,1,17,0,400
1525,2013,11,3,4,1,341
1526,2013,12,3,12,0,3201
1527,2014,1,2,4,1,1911
1528,2014,1,1,12,0,4248
1529,2014,1,1,17,0,5868
1530,2014,3,5,15,0,11981
1531,2014,3,6,9,0,4328
1532,2014,4,0,1,0,3641
1533,2014,6,4,5,0,1840
1534,2014,7,3,1,0,5674
1535,2014,8,5,17,0,13978
1536,2014,8,0,8,0,7068
1537,2014,9,6,15,0,9349
1538,2014,10,5,8,0,4850
1539,2014,11,5,15,0,14598
1540,2014,11,6,21,0,11423
1541,2014,12,0,2,0,3262
1542,2014,12,2,3,0,2526
1543,2015,3,2,19,0,15187
1544,2015,3,3,18,0,14010
1545,2015,4,1,6,0,2824
1546,2015,5,5,5,0,4851
1547,2015,5,5,19,0,23420
1548,2015,6,0,2,0,4086
1549,2015,6,4,6,0,3334
1550,2015,7,6,1,0,16466
1551,2015,8,5,18,0,17954
1552,2015,8,3,8,0,8915
1553,2015,12,4,17,0,11662
1554,2016,1,2,12,0,7106
1555,2016,3,5,4,0,6347
1556,2016,4,3,22,0,11232
1557,2013,10,0,1,1,126
1558,2013,11,0,7,0,1399
1559,2013,11,0,19,0,1944
1560,2013,12,6,16,0,5388
1561,2013,12,1,13,0,4217
1562,2013,12,2,8,0,2728
1563,2014,1,5,16,0,6869
1564,2014,2,1,21,0,7237
1565,2014,2,2,4,0,955
1566,2014,4,2,20,0,13715
1567,2014,5,2,1,0,3402
1568,2014,8,4,18,0,16285
1569,2014,8,1,19,0,10046
1570,2014,9,0,16,1,2063
1571,2014,9,0,13,0,6134
1572,2014,11,5,9,0,8016
1573,2014,12,4,3,0,3026
1574,2014,12,4,9,0,8805
1575,2015,1,4,2,0,4354
1576,2015,3,2,6,0,3057
1577,2015,5,5,4,0,9118
1578,2015,5,0,21,0,6967
1579,2015,9,2,6,0,3718
1580,2015,10,6,22,0,9137
1581,2015,10,0,1,0,2753
1582,2015,11,3,10,0,6721
1583,2015,12,4,1,0,4958
1584,2016,1,6,11,0,8439
1585,2016,2,3,18,0,15615
1586,2016,3,2,18,0,17799
1587,2016,5,0,12,1,1484
1588,2013,8,2,9,0,59
1589,2013,8,5,3,0,42
1590,2013,9,6,19,0,491
1591,2013,10,0,6,0,228
1592,2013,12,2,16,1,1067
1593,2014,1,4,6,0,1467
1594,2014,1,4,14,0,6241
1595,2014,1,0,5,0,589
1596,2014,2,0,4,1,493
1597,2014,3,1,16,0,8230
1598,2014,7,4,1,0,4440
1599,2014,11,3,17,0,9841
1600,2014,11,4,18,0,15948
1601,2014,12,3,2,1,1786
1602,2014,12,3,18,1,2304
1603,2015,1,2,10,0,7831
1604,2015,2,4,23,0,18542
1605,2015,3,6,7,0,3797
1606,2015,3,1,22,0,14016
1607,2015,3,5,13,0,10655
1608,2015,4,4,16,0,12335
1609,2015,5,0,3,1,1302
1610,2015,7,6,21,0,10411
1611,2015,8,6,11,0,9271
1612,2015,10,4,16,0,16851
1613,2015,10,6,4,0,8281
1614,2015,10,0,0,0,4169
1615,2015,11,6,0,0,21993
1616,2015,11,6,8,0,4654
1617,2015,11,2,0,0,4012
1618,2015,11,4,15,0,10486
1619,2015,12,4,14,0,7296
1620,2016,1,2,22,0,9022
1621,2016,2,0,14,0,8119
1622,2016,2,1,7,0,6744
1623,2016,2,5,11,0,9443
1624,2016,3,5,18,0,15529
1625,2016,5,6,22,0,12262
1626,2016,5,1,19,0,13748
1627,2013,8,3,14,0,56
1628,2013,8,2,22,0,38
1629,2013,11,0,18,1,587
1630,2013,11,3,3,1,330
1631,2014,1,6,6,0,1148
1632,2014,1,0,4,0,771
1633,2014,1,2,15,0,5712
1634,2014,2,6,22,0,6957
1635,2014,5,0,18,1,2219
1636,2014,7,0,4,0,1867
1637,2014,10,2,9,0,11120
1638,2015,1,1,14,0,6889
1639,2015,1,0,9,1,1369
1640,2015,2,6,2,0,12944
1641,2015,2,3,23,0,11562
1642,2015,5,4,7,0,9141
1643,2015,5,6,3,0,14716
1644,2015,7,2,20,0,12505
1645,2015,9,0,17,0,7607
1646,2015,11,6,7,0,3718
1647,2015,11,6,17,0,14146
1648,2015,12,2,17,0,16159
1649,2015,12,3,8,0,11347
1650,2015,12,6,2,0,12838
1651,2015,12,4,21,1,2121
1652,2016,3,0,4,0,1776
1653,2016,4,1,6,0,3029
1654,2016,5,2,0,0,5131
1655,2013,9,1,19,0,383
1656,2013,9,1,20,0,336
1657,2013,9,4,1,0,165
1658,2013,9,0,17,0,490
1659,2013,10,6,9,0,522
1660,2013,11,0,0,0,915
1661,2013,12,4,0,0,2791
1662,2013,12,5,9,0,2206
1663,2014,2,1,2,0,1208
1664,2014,2,1,13,0,5654
1665,2014,4,6,2,0,11889
1666,2014,6,5,16,0,11468
1667,2014,7,2,14,0,8864
1668,2014,7,6,15,0,9005
1669,2015,1,0,22,1,1642
1670,2015,2,5,6,0,2978
1671,2015,2,0,6,1,678
1672,2015,4,5,22,0,20370
1673,2015,6,4,2,0,4964
1674,2015,7,2,3,0,2113
1675,2015,8,3,4,0,2090
1676,2015,10,5,2,0,14576
1677,2015,10,1,16,0,9569
1678,2015,10,2,2,0,2393
1679,2015,11,1,2,0,1947
1680,2015,11,3,4,0,1370
1681,2015,12,1,9,0,11870
1682,2016,1,5,20,0,14180
1683,2016,2,0,7,0,7270
1684,2016,3,2,12,0,9243
1685,2016,4,0,16,0,9697
1686,2016,5,3,6,0,3280
1687,2016,6,0,9,0,8486
1688,2013,8,1,21,0,44
1689,2013,8,5,2,0,62
1690,2013,12,0,9,0,4083
1691,2013,12,1,23,0,5673
1692,2014,1,2,11,0,4042
1693,2014,2,1,8,0,6476
1694,2014,2,2,10,0,5848
1695,2014,2,4,1,0,3228
1696,2014,4,4,9,0,7602
1697,2014,5,5,23,0,19892
1698,2014,6,1,20,0,8840
1699,2014,6,1,21,0,8628
1700,2014,7,6,3,0,7771
1701,2014,11,0,8,0,9726
1702,2014,12,0,0,0,7089
1703,2014,12,2,7,0,6877
1704,2015,1,4,5,0,1976
1705,2015,2,6,10,0,6823
1706,2015,4,6,20,0,12704
1707,2015,5,1,21,0,10959
1708,2015,6,0,14,0,10927
1709,2015,6,0,19,0,14386
1710,2015,7,1,7,0,5618
1711,2015,8,3,18,0,12536
