,RateCodeID,count(date),avg(Tip_percentage),stddev_samp(Tip_percentage),min(Tip_percentage),max(Tip_percentage)
0,3,10688,0.20847963952818793,0.08457314050436347,6.006006006006006e-05,0.9926829268292684
1,5,34304,0.18881905946840466,0.08943036989409786,5.1282051282051286e-05,0.9935
2,6,4,0.24154545454545454,0.07420224020735917,0.14909090909090908,0.32799999999999996
3,1,11187700,0.21756710774887347,0.07614062683748639,5.747126436781609e-05,0.9994999999999999
4,4,7058,0.19676375061801116,0.09181140507748313,7.8125e-05,0.91324200913242
5,2,44499,0.2050300813443793,0.07145362771107165,0.0001923076923076923,0.9769230769230769
