,weekofday,avg(Efficiency),min(Efficiency),max(Efficiency)
0,3,1.278524278041439,1.0002825656965244,29.999999999999993
1,0,1.2747682460268963,1.0003206155819173,29.999999999999993
2,5,1.2507486077186705,1.0002083767451553,29.999999999999993
3,6,1.2485873475819411,1.0001996406468356,29.999999999999993
4,1,1.2791747433056733,1.0002899391127864,29.999999999999993
5,4,1.2699965791306644,1.000228362639872,29.999999999999993
6,2,1.2807160002532934,1.0001841959845275,29.999999999999993
