,RateCodeID,icon,hour,count
1084,99,clear-day,16,34
1085,4,,9,27
1086,2,clear-night,2,1047
1087,4,wind,1,20
1088,3,partly-cloudy-day,12,210
1089,4,wind,8,22
1090,4,fog,11,8
1091,6,rain,8,1
1092,1,clear-night,22,1529182
1093,2,clear-day,16,5720
1094,5,clear-day,13,21349
1095,2,rain,15,708
1096,99,clear-day,15,7
1097,5,wind,8,1737
1098,5,cloudy,10,3454
1099,6,rain,20,7
1100,4,partly-cloudy-night,1,137
1101,3,snow,7,10
1102,4,,0,9
1103,3,wind,12,84
1104,3,fog,1,4
1105,99,wind,22,1
1106,5,clear-night,0,30557
1107,1,,22,102139
1108,3,clear-night,6,773
1109,2,wind,16,914
1110,5,rain,23,2561
1111,1,partly-cloudy-night,19,369917
1112,2,snow,4,25
1113,4,rain,23,51
1114,6,,11,3
1115,2,cloudy,17,704
1116,3,clear-night,2,332
1117,5,cloudy,22,2808
1118,6,rain,12,7
1119,4,partly-cloudy-day,9,74
1120,5,clear-day,20,2632
1121,5,fog,13,413
1122,3,clear-night,17,364
1123,3,wind,21,51
1124,1,rain,15,130540
1125,5,wind,12,2066
1126,1,wind,1,48382
1127,2,clear-night,18,2559
1128,4,clear-night,2,417
1129,1,snow,14,16098
1130,6,clear-night,7,6
1131,3,partly-cloudy-night,18,54
1132,2,clear-day,18,3724
1133,1,clear-night,1,1053145
1134,1,wind,12,82505
1135,3,clear-night,7,184
1136,5,fog,3,273
1137,3,fog,5,26
1138,99,clear-day,18,161
1139,4,partly-cloudy-night,23,284
1140,99,rain,7,1
1141,4,,14,31
1142,5,partly-cloudy-night,19,6263
1143,6,clear-night,6,21
1144,3,rain,13,99
1145,6,wind,9,1
1146,99,clear-night,6,2
1147,4,partly-cloudy-day,10,135
1148,3,rain,23,53
1149,4,,13,38
1150,6,,16,1
1151,6,partly-cloudy-day,7,4
1152,3,clear-day,15,2016
1153,3,wind,13,116
1154,1,,21,104588
1155,2,fog,22,39
1156,2,,10,154
1157,3,snow,3,2
1158,5,wind,7,1435
1159,3,partly-cloudy-day,7,126
1160,6,fog,17,3
1161,2,snow,16,100
1162,6,,13,3
1163,3,clear-day,7,640
1164,3,cloudy,2,51
1165,3,fog,16,26
1166,2,rain,9,459
1167,6,partly-cloudy-day,19,4
1168,3,,14,98
1169,2,clear-night,3,1674
1170,6,fog,8,2
1171,99,partly-cloudy-day,15,2
1172,6,,9,3
1173,1,clear-day,16,1142171
1174,2,clear-day,13,4151
1175,5,fog,8,1518
1176,5,fog,9,1302
1177,4,cloudy,14,103
1178,5,,21,1841
1179,3,partly-cloudy-day,15,442
1180,5,partly-cloudy-day,12,5030
1181,4,snow,17,10
1182,4,snow,4,2
1183,6,clear-night,23,29
1184,3,wind,22,38
1185,2,snow,20,37
1186,6,snow,2,1
1187,99,partly-cloudy-day,16,2
1188,6,rain,9,1
1189,1,wind,15,180284
1190,5,,20,1772
1191,6,rain,19,2
1192,1,snow,3,4661
1193,1,clear-day,6,125300
1194,6,wind,0,2
1195,2,clear-night,0,2542
1196,1,fog,16,23153
1197,5,snow,14,334
1198,2,,9,147
