,date,not_tip,count(date)
303,2015-05-29 00:00:00,True,14052
304,2015-08-13 00:00:00,True,12050
305,2015-10-19 00:00:00,True,10508
306,2015-10-25 00:00:00,True,17447
307,2016-05-23 00:00:00,True,9700
308,2015-05-16 00:00:00,True,19367
309,2015-07-22 00:00:00,True,11689
310,2015-08-20 00:00:00,True,12696
311,2015-10-28 00:00:00,True,12252
312,2016-01-04 00:00:00,True,10418
313,2016-06-15 00:00:00,True,9914
314,2015-05-03 00:00:00,True,17810
315,2015-12-18 00:00:00,False,1006
316,2015-12-20 00:00:00,True,17870
317,2015-01-28 00:00:00,True,9876
318,2015-02-26 00:00:00,False,2154
319,2015-10-23 00:00:00,False,2112
320,2015-10-26 00:00:00,False,1482
321,2015-11-14 00:00:00,False,2788
322,2015-12-21 00:00:00,True,11529
323,2016-02-14 00:00:00,False,2763
324,2016-05-21 00:00:00,False,2798
325,2015-06-15 00:00:00,True,11199
326,2015-09-28 00:00:00,False,1607
327,2015-10-07 00:00:00,True,10715
328,2015-12-14 00:00:00,False,1765
329,2015-09-25 00:00:00,True,13800
330,2015-11-18 00:00:00,True,11607
331,2015-12-31 00:00:00,False,2716
332,2016-05-10 00:00:00,False,322
333,2016-06-27 00:00:00,False,1568
334,2015-07-10 00:00:00,True,12951
335,2015-01-15 00:00:00,True,12064
336,2015-01-20 00:00:00,False,1486
337,2015-03-27 00:00:00,False,2600
338,2015-04-05 00:00:00,True,16838
339,2015-05-31 00:00:00,False,2398
340,2015-09-11 00:00:00,False,2024
341,2016-03-09 00:00:00,True,1051
342,2016-04-10 00:00:00,True,17890
343,2015-03-01 00:00:00,False,1872
344,2015-04-01 00:00:00,True,11802
345,2015-11-16 00:00:00,False,1496
346,2015-06-07 00:00:00,True,18771
347,2015-08-30 00:00:00,True,5980
348,2015-09-08 00:00:00,False,1480
349,2015-11-19 00:00:00,True,12948
350,2016-04-07 00:00:00,False,1992
351,2015-01-22 00:00:00,False,1906
352,2015-03-06 00:00:00,False,1973
353,2015-07-14 00:00:00,True,10226
354,2015-07-21 00:00:00,True,10859
355,2015-09-05 00:00:00,True,15591
356,2015-09-30 00:00:00,True,11735
357,2015-02-02 00:00:00,False,1127
358,2015-03-13 00:00:00,False,2541
359,2015-04-07 00:00:00,False,2031
360,2015-04-19 00:00:00,False,2651
361,2015-06-09 00:00:00,True,10757
362,2015-06-12 00:00:00,True,14259
363,2015-09-07 00:00:00,True,12063
364,2016-01-18 00:00:00,True,12037
365,2016-02-01 00:00:00,False,1636
366,2016-05-07 00:00:00,False,2707
367,2016-05-27 00:00:00,False,2006
368,2015-06-23 00:00:00,True,10585
369,2016-04-11 00:00:00,False,1820
370,2016-04-16 00:00:00,False,2708
371,2015-06-09 00:00:00,False,1612
372,2015-08-31 00:00:00,True,10080
373,2016-01-14 00:00:00,True,11846
374,2016-02-20 00:00:00,True,19799
375,2016-05-15 00:00:00,True,17901
376,2015-01-17 00:00:00,True,18459
377,2015-02-05 00:00:00,False,1883
378,2015-02-17 00:00:00,True,9939
379,2015-04-12 00:00:00,False,2493
380,2015-06-30 00:00:00,True,10490
381,2016-03-29 00:00:00,True,11396
382,2015-01-22 00:00:00,True,12302
383,2015-03-14 00:00:00,True,20240
384,2015-04-13 00:00:00,False,1679
385,2015-04-14 00:00:00,True,9707
386,2015-04-28 00:00:00,True,10894
387,2016-06-03 00:00:00,False,1980
388,2015-01-14 00:00:00,False,1687
389,2015-07-02 00:00:00,False,2034
390,2015-10-17 00:00:00,False,2660
391,2015-04-08 00:00:00,False,2178
392,2015-05-17 00:00:00,False,2405
393,2015-07-29 00:00:00,True,12364
394,2016-04-29 00:00:00,False,2474
395,2016-06-08 00:00:00,False,1672
396,2015-02-01 00:00:00,True,18156
397,2015-11-05 00:00:00,True,12002
398,2015-12-01 00:00:00,False,1600
399,2016-01-13 00:00:00,True,11723
400,2016-03-27 00:00:00,False,2646
401,2016-04-03 00:00:00,True,18130
402,2015-01-02 00:00:00,True,10119
403,2015-01-03 00:00:00,False,2213
404,2015-01-23 00:00:00,True,13593
405,2015-03-11 00:00:00,True,11053
406,2015-03-12 00:00:00,True,12084
407,2015-07-06 00:00:00,True,9431
408,2015-08-28 00:00:00,True,13300
409,2015-11-28 00:00:00,False,2311
410,2016-05-09 00:00:00,True,9520
411,2015-02-10 00:00:00,False,1584
412,2015-07-03 00:00:00,True,13184
413,2015-10-16 00:00:00,True,13883
414,2016-03-10 00:00:00,False,2139
415,2016-05-29 00:00:00,False,2271
416,2015-02-03 00:00:00,True,8213
417,2015-04-02 00:00:00,True,12593
418,2015-06-25 00:00:00,True,12173
419,2015-10-12 00:00:00,False,1377
420,2015-11-01 00:00:00,True,18455
421,2015-01-26 00:00:00,True,5327
422,2015-06-14 00:00:00,True,18274
423,2015-06-24 00:00:00,False,1770
424,2015-07-31 00:00:00,True,12910
425,2015-05-01 00:00:00,False,2440
426,2015-11-19 00:00:00,False,1926
427,2016-01-03 00:00:00,True,12935
428,2016-06-14 00:00:00,False,1415
429,2015-09-16 00:00:00,False,1676
430,2016-02-27 00:00:00,False,3118
431,2015-12-11 00:00:00,False,2298
432,2016-01-20 00:00:00,False,1732
433,2016-05-19 00:00:00,False,1753
434,2015-01-30 00:00:00,True,13451
435,2015-04-08 00:00:00,True,13107
436,2015-09-11 00:00:00,True,12664
437,2015-10-08 00:00:00,True,11247
438,2015-11-12 00:00:00,False,1784
439,2015-12-25 00:00:00,False,1761
440,2016-01-15 00:00:00,False,2152
441,2016-01-25 00:00:00,False,1053
442,2016-04-30 00:00:00,False,2714
443,2015-09-01 00:00:00,True,10032
444,2015-12-12 00:00:00,True,20299
445,2016-01-06 00:00:00,False,1679
446,2015-01-19 00:00:00,False,1415
447,2015-02-13 00:00:00,False,2524
448,2015-02-25 00:00:00,True,10987
449,2015-09-28 00:00:00,True,10561
450,2016-04-13 00:00:00,False,1964
451,2015-02-12 00:00:00,True,12957
452,2015-04-12 00:00:00,True,17347
