,Holiday,count(date),avg(Tip_percentage),stddev_samp(Tip_percentage),min(Tip_percentage),max(Tip_percentage)
0,0,7355194,0.22186466073401592,0.07745294173032864,5.1282051282051286e-05,0.99873417721519
1,1,198434,0.2210768409742535,0.07823844428201096,8.333333333333333e-05,0.9866666666666668
